Tag Name,Address,Data Type,Respect Data Type,Client Access,Scan Rate,Scaling,Raw Low,Raw High,Scaled Low,Scaled High,Scaled Data Type,Clamp Low,Clamp High,Eng Units,Description,Negate Value
"Recipe.step 38 H2","V10532",Word,1,R/W,100,,,,,,,,,,"H2 flow setpoint, MFC-5 & MFC-6,  step 38",
"Recipe.step 38 H2S","V10534",Word,1,R/W,100,,,,,,,,,,"H2S flow setpoint, MFC-8,  step 38",
"Recipe.step 38 Ht time","V11233",Word,1,R/W,100,,,,,,,,,,"Heater timer step 38",
"Recipe.step 38 Left","V11230",Word,1,R/W,100,,,,,,,,,,"Left heater temperature step 38",
"Recipe.step 38 N2","V10530",Word,1,R/W,100,,,,,,,,,,"N2 flow setpoint, MFC-2 step 38",
"Recipe.step 38 NH3","V10533",Word,1,R/W,100,,,,,,,,,,"NH3 flow setpoin, MFC-7, t step 38",
"Recipe.step 38 O2","V10527",Word,1,R/W,100,,,,,,,,,,"O2 flow setpoint, MFC-1  step 38",
"Recipe.step 38 Press","V10526",Word,1,R/W,100,,,,,,,,,,"Furnace pressure setpoint step 38",
"Recipe.step 38 Right","V11232",Word,1,R/W,100,,,,,,,,,,"Right heater temperature step 38",
"Recipe.step 38 Time","V10536",Word,1,R/W,100,,,,,,,,,,"Process time step 38",
"Recipe.step 39 Ar","V10546",Word,1,R/W,100,,,,,,,,,,"Ar flow setpoint, MFC-9,  step 39",
"Recipe.step 39 Center","V11235",Word,1,R/W,100,,,,,,,,,,"Center heater temperature step 39",
"Recipe.step 39 CH4","V10542",Word,1,R/W,100,,,,,,,,,,"CH4 flow setpoint, MFC-4,   step 39",
"Recipe.step 39 H2","V10543",Word,1,R/W,100,,,,,,,,,,"H2 flow setpoint, MFC-5 & MFC-6,  step 39",
"Recipe.step 39 H2S","V10545",Word,1,R/W,100,,,,,,,,,,"H2S flow setpoint, MFC-8,  step 39",
"Recipe.step 39 Ht time","V11237",Word,1,R/W,100,,,,,,,,,,"Heater timer step 39",
"Recipe.step 39 Left","V11234",Word,1,R/W,100,,,,,,,,,,"Left heater temperature step 39",
"Recipe.step 39 N2","V10541",Word,1,R/W,100,,,,,,,,,,"N2 flow setpoint, MFC-2 step 39",
"Recipe.step 39 NH3","V10544",Word,1,R/W,100,,,,,,,,,,"NH3 flow setpoin, MFC-7, t step 39",
"Recipe.step 39 O2","V10540",Word,1,R/W,100,,,,,,,,,,"O2 flow setpoint, MFC-1  step 39",
"Recipe.step 39 Press","V10537",Word,1,R/W,100,,,,,,,,,,"Furnace pressure setpoint step 39",
"Recipe.step 39 Right","V11236",Word,1,R/W,100,,,,,,,,,,"Right heater temperature step 39",
"Recipe.step 39 Time","V10547",Word,1,R/W,100,,,,,,,,,,"Process time step 39",
"Recipe.step 4 Ar","V10053",Word,1,R/W,100,,,,,,,,,,"Ar flow setpoint, MFC-9,  step 4",
"Recipe.step 4 Center","V11021",Word,1,R/W,100,,,,,,,,,,"Center heater temperature step 4",
"Recipe.step 4 CH4","V10047",Word,1,R/W,100,,,,,,,,,,"CH4 flow setpoint, MFC-4,   step 4",
"Recipe.step 4 H2","V10050",Word,1,R/W,100,,,,,,,,,,"H2 flow setpoint, MFC-5 & MFC-6,  step 4",
"Recipe.step 4 H2S","V10052",Word,1,R/W,100,,,,,,,,,,"H2S flow setpoint, MFC-8,  step 4",
"Recipe.step 4 Ht time","V11023",Word,1,R/W,100,,,,,,,,,,"Heater timer step 4",
"Recipe.step 4 Left","V11020",Word,1,R/W,100,,,,,,,,,,"Left heater temperature step 4",
"Recipe.step 4 N2","V10046",Word,1,R/W,100,,,,,,,,,,"N2 flow setpoint, MFC-2 step 4",
"Recipe.step 4 NH3","V10051",Word,1,R/W,100,,,,,,,,,,"NH3 flow setpoin, MFC-7, t step 4",
"Recipe.step 4 O2","V10045",Word,1,R/W,100,,,,,,,,,,"O2 flow setpoint, MFC-1  step 4",
"Recipe.step 4 Press","V10044",Word,1,R/W,100,,,,,,,,,,"Furnace pressure setpoint step 4",
"Recipe.step 4 Right","V11022",Word,1,R/W,100,,,,,,,,,,"Right heater temperature step 4",
"Recipe.step 4 Time","V10054",Word,1,R/W,100,,,,,,,,,,"Process time step 4",
"Recipe.step 40 Ar","V10557",Word,1,R/W,100,,,,,,,,,,"Ar flow setpoint, MFC-9,  step 40",
"Recipe.step 40 Center","V11241",Word,1,R/W,100,,,,,,,,,,"Center heater temperature step 40",
"Recipe.step 40 CH4","V10553",Word,1,R/W,100,,,,,,,,,,"CH4 flow setpoint, MFC-4,   step 40",
"Recipe.step 40 H2","V10554",Word,1,R/W,100,,,,,,,,,,"H2 flow setpoint, MFC-5 & MFC-6,  step 40",
"Recipe.step 40 H2S","V10556",Word,1,R/W,100,,,,,,,,,,"H2S flow setpoint, MFC-8,  step 40",
"Recipe.step 40 Ht time","V11243",Word,1,R/W,100,,,,,,,,,,"Heater timer step 40",
"Recipe.step 40 Left","V11240",Word,1,R/W,100,,,,,,,,,,"Left heater temperature step 40",
"Recipe.step 40 N2","V10552",Word,1,R/W,100,,,,,,,,,,"N2 flow setpoint, MFC-2 step 40",
"Recipe.step 40 NH3","V10555",Word,1,R/W,100,,,,,,,,,,"NH3 flow setpoin, MFC-7, t step 40",
"Recipe.step 40 O2","V10551",Word,1,R/W,100,,,,,,,,,,"O2 flow setpoint, MFC-1  step 40",
"Recipe.step 40 Press","V10550",Word,1,R/W,100,,,,,,,,,,"Furnace pressure setpoint step 40",
"Recipe.step 40 Right","V11242",Word,1,R/W,100,,,,,,,,,,"Right heater temperature step 40",
"Recipe.step 40 Time","V10560",Word,1,R/W,100,,,,,,,,,,"Process time step 40",
"Recipe.step 41 Ar","V10570",Word,1,R/W,100,,,,,,,,,,"Ar flow setpoint, MFC-9,  step 41",
"Recipe.step 41 Center","V11245",Word,1,R/W,100,,,,,,,,,,"Center heater temperature step 41",
"Recipe.step 41 CH4","V10564",Word,1,R/W,100,,,,,,,,,,"CH4 flow setpoint, MFC-4,   step 41",
"Recipe.step 41 H2","V10565",Word,1,R/W,100,,,,,,,,,,"H2 flow setpoint, MFC-5 & MFC-6,  step 41",
"Recipe.step 41 H2S","V10567",Word,1,R/W,100,,,,,,,,,,"H2S flow setpoint, MFC-8,  step 41",
"Recipe.step 41 Ht time","V11247",Word,1,R/W,100,,,,,,,,,,"Heater timer step 41",
"Recipe.step 41 Left","V11244",Word,1,R/W,100,,,,,,,,,,"Left heater temperature step 41",
"Recipe.step 41 N2","V10563",Word,1,R/W,100,,,,,,,,,,"N2 flow setpoint, MFC-2 step 41",
"Recipe.step 41 NH3","V10566",Word,1,R/W,100,,,,,,,,,,"NH3 flow setpoin, MFC-7, t step 41",
"Recipe.step 41 O2","V10562",Word,1,R/W,100,,,,,,,,,,"O2 flow setpoint, MFC-1  step 41",
"Recipe.step 41 Press","V10561",Word,1,R/W,100,,,,,,,,,,"Furnace pressure setpoint step 41",
"Recipe.step 41 Right","V11246",Word,1,R/W,100,,,,,,,,,,"Right heater temperature step 41",
"Recipe.step 41 Time","V10571",Word,1,R/W,100,,,,,,,,,,"Process time step 41",
"Recipe.step 42 Ar","V10601",Word,1,R/W,100,,,,,,,,,,"Ar flow setpoint, MFC-9,  step 42",
"Recipe.step 42 Center","V11251",Word,1,R/W,100,,,,,,,,,,"Center heater temperature step 42",
"Recipe.step 42 CH4","V10575",Word,1,R/W,100,,,,,,,,,,"CH4 flow setpoint, MFC-4,   step 42",
"Recipe.step 42 H2","V10576",Word,1,R/W,100,,,,,,,,,,"H2 flow setpoint, MFC-5 & MFC-6,  step 42",
"Recipe.step 42 H2S","V10600",Word,1,R/W,100,,,,,,,,,,"H2S flow setpoint, MFC-8,  step 42",
"Recipe.step 42 Ht time","V11253",Word,1,R/W,100,,,,,,,,,,"Heater timer step 42",
"Recipe.step 42 Left","V11250",Word,1,R/W,100,,,,,,,,,,"Left heater temperature step 42",
"Recipe.step 42 N2","V10574",Word,1,R/W,100,,,,,,,,,,"N2 flow setpoint, MFC-2 step 42",
"Recipe.step 42 NH3","V10577",Word,1,R/W,100,,,,,,,,,,"NH3 flow setpoin, MFC-7, t step 42",
"Recipe.step 42 O2","V10573",Word,1,R/W,100,,,,,,,,,,"O2 flow setpoint, MFC-1  step 42",
"Recipe.step 42 Press","V10572",Word,1,R/W,100,,,,,,,,,,"Furnace pressure setpoint step 42",
"Recipe.step 42 Right","V11252",Word,1,R/W,100,,,,,,,,,,"Right heater temperature step 42",
"Recipe.step 42 Time","V10602",Word,1,R/W,100,,,,,,,,,,"Process time step 42",
"Recipe.step 43 Ar","V10612",Word,1,R/W,100,,,,,,,,,,"Ar flow setpoint, MFC-9,  step 43",
"Recipe.step 43 Center","V11255",Word,1,R/W,100,,,,,,,,,,"Center heater temperature step 43",
"Recipe.step 43 CH4","V10606",Word,1,R/W,100,,,,,,,,,,"CH4 flow setpoint, MFC-4,   step 43",
"Recipe.step 43 H2","V10607",Word,1,R/W,100,,,,,,,,,,"H2 flow setpoint, MFC-5 & MFC-6,  step 43",
"Recipe.step 43 H2S","V10611",Word,1,R/W,100,,,,,,,,,,"H2S flow setpoint, MFC-8,  step 43",
"Recipe.step 43 Ht time","V11257",Word,1,R/W,100,,,,,,,,,,"Heater timer step 43",
"Recipe.step 43 Left","V11254",Word,1,R/W,100,,,,,,,,,,"Left heater temperature step 43",
"Recipe.step 43 N2","V10605",Word,1,R/W,100,,,,,,,,,,"N2 flow setpoint, MFC-2 step 43",
"Recipe.step 43 NH3","V10610",Word,1,R/W,100,,,,,,,,,,"NH3 flow setpoin, MFC-7, t step 43",
"Recipe.step 43 O2","V10604",Word,1,R/W,100,,,,,,,,,,"O2 flow setpoint, MFC-1  step 43",
"Recipe.step 43 Press","V10603",Word,1,R/W,100,,,,,,,,,,"Furnace pressure setpoint step 43",
"Recipe.step 43 Right","V11256",Word,1,R/W,100,,,,,,,,,,"Right heater temperature step 43",
"Recipe.step 43 Time","V10613",Word,1,R/W,100,,,,,,,,,,"Process time step 43",
"Recipe.step 44 Ar","V10623",Word,1,R/W,100,,,,,,,,,,"Ar flow setpoint, MFC-9,  step 44",
"Recipe.step 44 Center","V11261",Word,1,R/W,100,,,,,,,,,,"Center heater temperature step 44",
"Recipe.step 44 CH4","V10617",Word,1,R/W,100,,,,,,,,,,"CH4 flow setpoint, MFC-4,   step 44",
"Recipe.step 44 H2","V10620",Word,1,R/W,100,,,,,,,,,,"H2 flow setpoint, MFC-5 & MFC-6,  step 44",
"Recipe.step 44 H2S","V10622",Word,1,R/W,100,,,,,,,,,,"H2S flow setpoint, MFC-8,  step 44",
"Recipe.step 44 Ht time","V11263",Word,1,R/W,100,,,,,,,,,,"Heater timer step 44",
"Recipe.step 44 Left","V11260",Word,1,R/W,100,,,,,,,,,,"Left heater temperature step 44",
"Recipe.step 44 N2","V10616",Word,1,R/W,100,,,,,,,,,,"N2 flow setpoint, MFC-2 step 44",
"Recipe.step 44 NH3","V10621",Word,1,R/W,100,,,,,,,,,,"NH3 flow setpoin, MFC-7, t step 44",
"Recipe.step 44 O2","V10615",Word,1,R/W,100,,,,,,,,,,"O2 flow setpoint, MFC-1  step 44",
"Recipe.step 44 Press","V10614",Word,1,R/W,100,,,,,,,,,,"Furnace pressure setpoint step 44",
"Recipe.step 44 Right","V11262",Word,1,R/W,100,,,,,,,,,,"Right heater temperature step 44",
"Recipe.step 44 Time","V10624",Word,1,R/W,100,,,,,,,,,,"Process time step 44",
"Recipe.step 45 Ar","V10634",Word,1,R/W,100,,,,,,,,,,"Ar flow setpoint, MFC-9,  step 45",
"Recipe.step 45 Center","V11265",Word,1,R/W,100,,,,,,,,,,"Center heater temperature step 45",
"Recipe.step 45 CH4","V10630",Word,1,R/W,100,,,,,,,,,,"CH4 flow setpoint, MFC-4,   step 45",
"Recipe.step 45 H2","V10631",Word,1,R/W,100,,,,,,,,,,"H2 flow setpoint, MFC-5 & MFC-6,  step 45",
"Recipe.step 45 H2S","V10633",Word,1,R/W,100,,,,,,,,,,"H2S flow setpoint, MFC-8,  step 45",
"Recipe.step 45 Ht time","V11267",Word,1,R/W,100,,,,,,,,,,"Heater timer step 45",
"Recipe.step 45 Left","V11264",Word,1,R/W,100,,,,,,,,,,"Left heater temperature step 45",
"Recipe.step 45 N2","V10627",Word,1,R/W,100,,,,,,,,,,"N2 flow setpoint, MFC-2 step 45",
"Recipe.step 45 NH3","V10632",Word,1,R/W,100,,,,,,,,,,"NH3 flow setpoin, MFC-7, t step 45",
"Recipe.step 45 O2","V10626",Word,1,R/W,100,,,,,,,,,,"O2 flow setpoint, MFC-1  step 45",
"Recipe.step 45 Press","V10625",Word,1,R/W,100,,,,,,,,,,"Furnace pressure setpoint step 45",
"Recipe.step 45 Right","V11266",Word,1,R/W,100,,,,,,,,,,"Right heater temperature step 45",
"Recipe.step 45 Time","V10635",Word,1,R/W,100,,,,,,,,,,"Process time step 45",
"Recipe.step 46 Ar","V10645",Word,1,R/W,100,,,,,,,,,,"Ar flow setpoint, MFC-9,  step 46",
"Recipe.step 46 Center","V11271",Word,1,R/W,100,,,,,,,,,,"Center heater temperature step 46",
"Recipe.step 46 CH4","V10641",Word,1,R/W,100,,,,,,,,,,"CH4 flow setpoint, MFC-4,   step 46",
"Recipe.step 46 H2","V10642",Word,1,R/W,100,,,,,,,,,,"H2 flow setpoint, MFC-5 & MFC-6,  step 46",
"Recipe.step 46 H2S","V10644",Word,1,R/W,100,,,,,,,,,,"H2S flow setpoint, MFC-8,  step 46",
"Recipe.step 46 Ht time","V11273",Word,1,R/W,100,,,,,,,,,,"Heater timer step 46",
"Recipe.step 46 Left","V11270",Word,1,R/W,100,,,,,,,,,,"Left heater temperature step 46",
"Recipe.step 46 N2","V10640",Word,1,R/W,100,,,,,,,,,,"N2 flow setpoint, MFC-2 step 46",
"Recipe.step 46 NH3","V10643",Word,1,R/W,100,,,,,,,,,,"NH3 flow setpoin, MFC-7, t step 46",
"Recipe.step 46 O2","V10637",Word,1,R/W,100,,,,,,,,,,"O2 flow setpoint, MFC-1  step 46",
"Recipe.step 46 Press","V10636",Word,1,R/W,100,,,,,,,,,,"Furnace pressure setpoint step 46",
"Recipe.step 46 Right","V11272",Word,1,R/W,100,,,,,,,,,,"Right heater temperature step 46",
"Recipe.step 46 Time","V10646",Word,1,R/W,100,,,,,,,,,,"Process time step 46",
"Recipe.step 47 Ar","V10656",Word,1,R/W,100,,,,,,,,,,"Ar flow setpoint, MFC-9,  step 47",
"Recipe.step 47 Center","V11275",Word,1,R/W,100,,,,,,,,,,"Center heater temperature step 47",
"Recipe.step 47 CH4","V10652",Word,1,R/W,100,,,,,,,,,,"CH4 flow setpoint, MFC-4,   step 47",
"Recipe.step 47 H2","V10653",Word,1,R/W,100,,,,,,,,,,"H2 flow setpoint, MFC-5 & MFC-6,  step 47",
"Recipe.step 47 H2S","V10655",Word,1,R/W,100,,,,,,,,,,"H2S flow setpoint, MFC-8,  step 47",
"Recipe.step 47 Ht time","V11277",Word,1,R/W,100,,,,,,,,,,"Heater timer step 47",
"Recipe.step 47 Left","V11274",Word,1,R/W,100,,,,,,,,,,"Left heater temperature step 47",
"Recipe.step 47 N2","V10651",Word,1,R/W,100,,,,,,,,,,"N2 flow setpoint, MFC-2 step 47",
"Recipe.step 47 NH3","V10654",Word,1,R/W,100,,,,,,,,,,"NH3 flow setpoin, MFC-7, t step 47",
"Recipe.step 47 O2","V10650",Word,1,R/W,100,,,,,,,,,,"O2 flow setpoint, MFC-1  step 47",
"Recipe.step 47 Press","V10647",Word,1,R/W,100,,,,,,,,,,"Furnace pressure setpoint step 47",
"Recipe.step 47 Right","V11276",Word,1,R/W,100,,,,,,,,,,"Right heater temperature step 47",
"Recipe.step 47 Time","V10657",Word,1,R/W,100,,,,,,,,,,"Process time step 47",
"Recipe.step 48 Ar","V10667",Word,1,R/W,100,,,,,,,,,,"Ar flow setpoint, MFC-9,  step 48",
"Recipe.step 48 Center","V11301",Word,1,R/W,100,,,,,,,,,,"Center heater temperature step 48",
"Recipe.step 48 CH4","V10663",Word,1,R/W,100,,,,,,,,,,"CH4 flow setpoint, MFC-4,   step 48",
"Recipe.step 48 H2","V10664",Word,1,R/W,100,,,,,,,,,,"H2 flow setpoint, MFC-5 & MFC-6,  step 48",
"Recipe.step 48 H2S","V10666",Word,1,R/W,100,,,,,,,,,,"H2S flow setpoint, MFC-8,  step 48",
"Recipe.step 48 Ht time","V11303",Word,1,R/W,100,,,,,,,,,,"Heater timer step 48",
"Recipe.step 48 Left","V11300",Word,1,R/W,100,,,,,,,,,,"Left heater temperature step 48",
"Recipe.step 48 N2","V10662",Word,1,R/W,100,,,,,,,,,,"N2 flow setpoint, MFC-2 step 48",
"Recipe.step 48 NH3","V10665",Word,1,R/W,100,,,,,,,,,,"NH3 flow setpoin, MFC-7, t step 48",
"Recipe.step 48 O2","V10661",Word,1,R/W,100,,,,,,,,,,"O2 flow setpoint, MFC-1  step 48",
"Recipe.step 48 Press","V10660",Word,1,R/W,100,,,,,,,,,,"Furnace pressure setpoint step 48",
"Recipe.step 48 Right","V11302",Word,1,R/W,100,,,,,,,,,,"Right heater temperature step 48",
"Recipe.step 48 Time","V10670",Word,1,R/W,100,,,,,,,,,,"Process time step 48",
"Recipe.step 49 Ar","V10700",Word,1,R/W,100,,,,,,,,,,"Ar flow setpoint, MFC-9,  step 49",
"Recipe.step 49 Center","V11305",Word,1,R/W,100,,,,,,,,,,"Center heater temperature step 49",
"Recipe.step 49 CH4","V10674",Word,1,R/W,100,,,,,,,,,,"CH4 flow setpoint, MFC-4,   step 49",
"Recipe.step 49 H2","V10675",Word,1,R/W,100,,,,,,,,,,"H2 flow setpoint, MFC-5 & MFC-6,  step 49",
"Recipe.step 49 H2S","V10677",Word,1,R/W,100,,,,,,,,,,"H2S flow setpoint, MFC-8,  step 49",
"Recipe.step 49 Ht time","V11307",Word,1,R/W,100,,,,,,,,,,"Heater timer step 49",
"Recipe.step 49 Left","V11304",Word,1,R/W,100,,,,,,,,,,"Left heater temperature step 49",
"Recipe.step 49 N2","V10673",Word,1,R/W,100,,,,,,,,,,"N2 flow setpoint, MFC-2 step 49",
"Recipe.step 49 NH3","V10676",Word,1,R/W,100,,,,,,,,,,"NH3 flow setpoin, MFC-7, t step 49",
"Recipe.step 49 O2","V10672",Word,1,R/W,100,,,,,,,,,,"O2 flow setpoint, MFC-1  step 49",
"Recipe.step 49 Press","V10671",Word,1,R/W,100,,,,,,,,,,"Furnace pressure setpoint step 49",
"Recipe.step 49 Right","V11306",Word,1,R/W,100,,,,,,,,,,"Right heater temperature step 49",
"Recipe.step 49 Time","V10701",Word,1,R/W,100,,,,,,,,,,"Process time step 49",
"Recipe.step 5 Ar","V10064",Word,1,R/W,100,,,,,,,,,,"Ar flow setpoint, MFC-9,  step 5",
"Recipe.step 5 Center","V11025",Word,1,R/W,100,,,,,,,,,,"Center heater temperature step 5",
"Recipe.step 5 CH4","V10060",Word,1,R/W,100,,,,,,,,,,"CH4 flow setpoint, MFC-4,   step 5",
"Recipe.step 5 H2","V10061",Word,1,R/W,100,,,,,,,,,,"H2 flow setpoint, MFC-5 & MFC-6,  step 5",
"Recipe.step 5 H2S","V10063",Word,1,R/W,100,,,,,,,,,,"H2S flow setpoint, MFC-8,  step 5",
"Recipe.step 5 Ht time","V11027",Word,1,R/W,100,,,,,,,,,,"Heater timer step 5",
"Recipe.step 5 Left","V11024",Word,1,R/W,100,,,,,,,,,,"Left heater temperature step 5",
"Recipe.step 5 N2","V10057",Word,1,R/W,100,,,,,,,,,,"N2 flow setpoint, MFC-2 step 5",
"Recipe.step 5 NH3","V10062",Word,1,R/W,100,,,,,,,,,,"NH3 flow setpoin, MFC-7, t step 5",
"Recipe.step 5 O2","V10056",Word,1,R/W,100,,,,,,,,,,"O2 flow setpoint, MFC-1  step 5",
"Recipe.step 5 Press","V10055",Word,1,R/W,100,,,,,,,,,,"Furnace pressure setpoint step 5",
"Recipe.step 5 Right","V11026",Word,1,R/W,100,,,,,,,,,,"Right heater temperature step 5",
"Recipe.step 5 Time","V10065",Word,1,R/W,100,,,,,,,,,,"Process time step 5",
"Recipe.step 50 Ar","V10711",Word,1,R/W,100,,,,,,,,,,"Ar flow setpoint, MFC-9,  step 50",
"Recipe.step 50 Center","V11311",Word,1,R/W,100,,,,,,,,,,"Center heater temperature step 50",
"Recipe.step 50 CH4","V10705",Word,1,R/W,100,,,,,,,,,,"CH4 flow setpoint, MFC-4,   step 50",
"Recipe.step 50 H2","V10706",Word,1,R/W,100,,,,,,,,,,"H2 flow setpoint, MFC-5 & MFC-6,  step 50",
"Recipe.step 50 H2S","V10710",Word,1,R/W,100,,,,,,,,,,"H2S flow setpoint, MFC-8,  step 50",
"Recipe.step 50 Ht time","V11313",Word,1,R/W,100,,,,,,,,,,"Heater timer step 50",
"Recipe.step 50 Left","V11310",Word,1,R/W,100,,,,,,,,,,"Left heater temperature step 50",
"Recipe.step 50 N2","V10704",Word,1,R/W,100,,,,,,,,,,"N2 flow setpoint, MFC-2 step 50",
"Recipe.step 50 NH3","V10707",Word,1,R/W,100,,,,,,,,,,"NH3 flow setpoin, MFC-7, t step 50",
"Recipe.step 50 O2","V10703",Word,1,R/W,100,,,,,,,,,,"O2 flow setpoint, MFC-1  step 50",
"Recipe.step 50 Press","V10702",Word,1,R/W,100,,,,,,,,,,"Furnace pressure setpoint step 50",
"Recipe.step 50 Right","V11312",Word,1,R/W,100,,,,,,,,,,"Right heater temperature step 50",
"Recipe.step 50 Time","V10712",Word,1,R/W,100,,,,,,,,,,"Process time step 50",
"Recipe.step 6 Ar","V10075",Word,1,R/W,100,,,,,,,,,,"Ar flow setpoint, MFC-9,  step 6",
"Recipe.step 6 Center","V11031",Word,1,R/W,100,,,,,,,,,,"Center heater temperature step 6",
"Recipe.step 6 CH4","V10071",Word,1,R/W,100,,,,,,,,,,"CH4 flow setpoint, MFC-4,   step 6",
"Recipe.step 6 H2","V10072",Word,1,R/W,100,,,,,,,,,,"H2 flow setpoint, MFC-5 & MFC-6,  step 6",
"Recipe.step 6 H2S","V10074",Word,1,R/W,100,,,,,,,,,,"H2S flow setpoint, MFC-8,  step 6",
"Recipe.step 6 Ht time","V11033",Word,1,R/W,100,,,,,,,,,,"Heater timer step 6",
"Recipe.step 6 Left","V11030",Word,1,R/W,100,,,,,,,,,,"Left heater temperature step 6",
"Recipe.step 6 N2","V10070",Word,1,R/W,100,,,,,,,,,,"N2 flow setpoint, MFC-2 step 6",
"Recipe.step 6 NH3","V10073",Word,1,R/W,100,,,,,,,,,,"NH3 flow setpoin, MFC-7, t step 6",
"Recipe.step 6 O2","V10067",Word,1,R/W,100,,,,,,,,,,"O2 flow setpoint, MFC-1  step 6",
"Recipe.step 6 Press","V10066",Word,1,R/W,100,,,,,,,,,,"Furnace pressure setpoint step 6",
"Recipe.step 6 Right","V11032",Word,1,R/W,100,,,,,,,,,,"Right heater temperature step 6",
"Recipe.step 6 Time","V10076",Word,1,R/W,100,,,,,,,,,,"Process time step 6",
"Recipe.step 7 Ar","V10106",Word,1,R/W,100,,,,,,,,,,"Ar flow setpoint, MFC-9,  step 7",
"Recipe.step 7 Center","V11035",Word,1,R/W,100,,,,,,,,,,"Center heater temperature step 7",
"Recipe.step 7 CH4","V10102",Word,1,R/W,100,,,,,,,,,,"CH4 flow setpoint, MFC-4,   step 7",
"Recipe.step 7 H2","V10103",Word,1,R/W,100,,,,,,,,,,"H2 flow setpoint, MFC-5 & MFC-6,  step 7",
"Recipe.step 7 H2S","V10105",Word,1,R/W,100,,,,,,,,,,"H2S flow setpoint, MFC-8,  step 7",
"Recipe.step 7 Ht time","V11037",Word,1,R/W,100,,,,,,,,,,"Heater timer step 7",
"Recipe.step 7 Left","V11034",Word,1,R/W,100,,,,,,,,,,"Left heater temperature step 7",
"Recipe.step 7 N2","V10101",Word,1,R/W,100,,,,,,,,,,"N2 flow setpoint, MFC-2 step 7",
"Recipe.step 7 NH3","V10104",Word,1,R/W,100,,,,,,,,,,"NH3 flow setpoin, MFC-7, t step 7",
"Recipe.step 7 O2","V10100",Word,1,R/W,100,,,,,,,,,,"O2 flow setpoint, MFC-1  step 7",
"Recipe.step 7 Press","V10077",Word,1,R/W,100,,,,,,,,,,"Furnace pressure setpoint step 7",
"Recipe.step 7 Right","V11036",Word,1,R/W,100,,,,,,,,,,"Right heater temperature step 7",
"Recipe.step 7 Time","V10107",Word,1,R/W,100,,,,,,,,,,"Process time step 7",
"Recipe.step 8 Ar","V10117",Word,1,R/W,100,,,,,,,,,,"Ar flow setpoint, MFC-9,  step 8",
"Recipe.step 8 Center","V11041",Word,1,R/W,100,,,,,,,,,,"Center heater temperature step 8",
"Recipe.step 8 CH4","V10113",Word,1,R/W,100,,,,,,,,,,"CH4 flow setpoint, MFC-4,   step 8",
"Recipe.step 8 H2","V10114",Word,1,R/W,100,,,,,,,,,,"H2 flow setpoint, MFC-5 & MFC-6,  step 8",
"Recipe.step 8 H2S","V10116",Word,1,R/W,100,,,,,,,,,,"H2S flow setpoint, MFC-8,  step 8",
"Recipe.step 8 Ht time","V11043",Word,1,R/W,100,,,,,,,,,,"Heater timer step 8",
"Recipe.step 8 Left","V11040",Word,1,R/W,100,,,,,,,,,,"Left heater temperature step 8",
"Recipe.step 8 N2","V10112",Word,1,R/W,100,,,,,,,,,,"N2 flow setpoint, MFC-2 step 8",
"Recipe.step 8 NH3","V10115",Word,1,R/W,100,,,,,,,,,,"NH3 flow setpoin, MFC-7, t step 8",
"Recipe.step 8 O2","V10111",Word,1,R/W,100,,,,,,,,,,"O2 flow setpoint, MFC-1  step 8",
"Recipe.step 8 Press","V10110",Word,1,R/W,100,,,,,,,,,,"Furnace pressure setpoint step 8",
"Recipe.step 8 Right","V11042",Word,1,R/W,100,,,,,,,,,,"Right heater temperature step 8",
"Recipe.step 8 Time","V10120",Word,1,R/W,100,,,,,,,,,,"Process time step 8",
"Recipe.step 9 Ar","V10130",Word,1,R/W,100,,,,,,,,,,"Ar flow setpoint, MFC-9,  step 9",
"Recipe.step 9 Center","V11045",Word,1,R/W,100,,,,,,,,,,"Center heater temperature step 9",
"Recipe.step 9 CH4","V10124",Word,1,R/W,100,,,,,,,,,,"CH4 flow setpoint, MFC-4,   step 9",
"Recipe.step 9 H2","V10125",Word,1,R/W,100,,,,,,,,,,"H2 flow setpoint, MFC-5 & MFC-6,  step 9",
"Recipe.step 9 H2S","V10127",Word,1,R/W,100,,,,,,,,,,"H2S flow setpoint, MFC-8,  step 9",
"Recipe.step 9 Ht time","V11047",Word,1,R/W,100,,,,,,,,,,"Heater timer step 9",
"Recipe.step 9 Left","V11044",Word,1,R/W,100,,,,,,,,,,"Left heater temperature step 9",
"Recipe.step 9 N2","V10123",Word,1,R/W,100,,,,,,,,,,"N2 flow setpoint, MFC-2 step 9",
"Recipe.step 9 NH3","V10126",Word,1,R/W,100,,,,,,,,,,"NH3 flow setpoin, MFC-7, t step 9",
"Recipe.step 9 O2","V10122",Word,1,R/W,100,,,,,,,,,,"O2 flow setpoint, MFC-1  step 9",
"Recipe.step 9 Press","V10121",Word,1,R/W,100,,,,,,,,,,"Furnace pressure setpoint step 9",
"Recipe.step 9 Right","V11046",Word,1,R/W,100,,,,,,,,,,"Right heater temperature step 9",
"Recipe.step 9 Time","V10131",Word,1,R/W,100,,,,,,,,,,"Process time step 9",
