Tag Name,Address,Data Type,Respect Data Type,Client Access,Scan Rate,Scaling,Raw Low,Raw High,Scaled Low,Scaled High,Scaled Data Type,Clamp Low,Clamp High,Eng Units,Description,Negate Value
"Recipe.step 20 Ht time","V11121",Word,1,R/W,100,,,,,,,,,,"Heater timer step 20",
"Recipe.step 20 Left","V11120",Word,1,R/W,100,,,,,,,,,,"Left heater temperature step 20",
"Recipe.step 20 N2","V10266",Word,1,R/W,100,,,,,,,,,,"N2 flow setpoint, MFC-2 step 20",
"Recipe.step 20 NH3","V10271",Word,1,R/W,100,,,,,,,,,,"NH3 flow setpoin, MFC-7, t step 20",
"Recipe.step 20 O2","V10265",Word,1,R/W,100,,,,,,,,,,"O2 flow setpoint, MFC-1  step 20",
"Recipe.step 20 Press","V10264",Word,1,R/W,100,,,,,,,,,,"Furnace pressure setpoint step 20",
"Recipe.step 20 Right","V11122",Word,1,R/W,100,,,,,,,,,,"Right heater temperature step 20",
"Recipe.step 20 Time","V10274",Word,1,R/W,100,,,,,,,,,,"Process time step 20",
"Recipe.step 20 Zn 0","V11123",Word,1,R/W,100,,,,,,,,,,"Zone 0 temperature step 20",
"Recipe.step 21 Ar","V10304",Word,1,R/W,100,,,,,,,,,,"Ar flow setpoint, MFC-9,  step 21",
"Recipe.step 21 CH4","V10300",Word,1,R/W,100,,,,,,,,,,"CH4 flow setpoint, MFC-4,   step 21",
"Recipe.step 21 H2","V10301",Word,1,R/W,100,,,,,,,,,,"H2 flow setpoint, MFC-5 & MFC-6,  step 21",
"Recipe.step 21 H2S","V10303",Word,1,R/W,100,,,,,,,,,,"H2S flow setpoint, MFC-8,  step 21",
"Recipe.step 21 Ht time","V11125",Word,1,R/W,100,,,,,,,,,,"Heater timer step 21",
"Recipe.step 21 Left","V11124",Word,1,R/W,100,,,,,,,,,,"Left heater temperature step 21",
"Recipe.step 21 N2","V10277",Word,1,R/W,100,,,,,,,,,,"N2 flow setpoint, MFC-2 step 21",
"Recipe.step 21 NH3","V10302",Word,1,R/W,100,,,,,,,,,,"NH3 flow setpoin, MFC-7, t step 21",
"Recipe.step 21 O2","V10276",Word,1,R/W,100,,,,,,,,,,"O2 flow setpoint, MFC-1  step 21",
"Recipe.step 21 Press","V10275",Word,1,R/W,100,,,,,,,,,,"Furnace pressure setpoint step 21",
"Recipe.step 21 Right","V11126",Word,1,R/W,100,,,,,,,,,,"Right heater temperature step 21",
"Recipe.step 21 Time","V10305",Word,1,R/W,100,,,,,,,,,,"Process time step 21",
"Recipe.step 21 Zn 0","V11127",Word,1,R/W,100,,,,,,,,,,"Zone 0 temperature step 21",
"Recipe.step 22 Ar","V10315",Word,1,R/W,100,,,,,,,,,,"Ar flow setpoint, MFC-9,  step 22",
"Recipe.step 22 CH4","V10311",Word,1,R/W,100,,,,,,,,,,"CH4 flow setpoint, MFC-4,   step 22",
"Recipe.step 22 H2","V10312",Word,1,R/W,100,,,,,,,,,,"H2 flow setpoint, MFC-5 & MFC-6,  step 22",
"Recipe.step 22 H2S","V10314",Word,1,R/W,100,,,,,,,,,,"H2S flow setpoint, MFC-8,  step 22",
"Recipe.step 22 Ht time","V11131",Word,1,R/W,100,,,,,,,,,,"Heater timer step 22",
"Recipe.step 22 Left","V11130",Word,1,R/W,100,,,,,,,,,,"Left heater temperature step 22",
"Recipe.step 22 N2","V10310",Word,1,R/W,100,,,,,,,,,,"N2 flow setpoint, MFC-2 step 22",
"Recipe.step 22 NH3","V10313",Word,1,R/W,100,,,,,,,,,,"NH3 flow setpoin, MFC-7, t step 22",
"Recipe.step 22 O2","V10307",Word,1,R/W,100,,,,,,,,,,"O2 flow setpoint, MFC-1  step 22",
"Recipe.step 22 Press","V10306",Word,1,R/W,100,,,,,,,,,,"Furnace pressure setpoint step 22",
"Recipe.step 22 Right","V11132",Word,1,R/W,100,,,,,,,,,,"Right heater temperature step 22",
"Recipe.step 22 Time","V10316",Word,1,R/W,100,,,,,,,,,,"Process time step 22",
"Recipe.step 22 Zn 0","V11133",Word,1,R/W,100,,,,,,,,,,"Zone 0 temperature step 22",
"Recipe.step 23 Ar","V10326",Word,1,R/W,100,,,,,,,,,,"Ar flow setpoint, MFC-9,  step 23",
"Recipe.step 23 CH4","V10322",Word,1,R/W,100,,,,,,,,,,"CH4 flow setpoint, MFC-4,   step 23",
"Recipe.step 23 H2","V10323",Word,1,R/W,100,,,,,,,,,,"H2 flow setpoint, MFC-5 & MFC-6,  step 23",
"Recipe.step 23 H2S","V10325",Word,1,R/W,100,,,,,,,,,,"H2S flow setpoint, MFC-8,  step 23",
"Recipe.step 23 Ht time","V11135",Word,1,R/W,100,,,,,,,,,,"Heater timer step 23",
"Recipe.step 23 Left","V11134",Word,1,R/W,100,,,,,,,,,,"Left heater temperature step 23",
"Recipe.step 23 N2","V10321",Word,1,R/W,100,,,,,,,,,,"N2 flow setpoint, MFC-2 step 23",
"Recipe.step 23 NH3","V10324",Word,1,R/W,100,,,,,,,,,,"NH3 flow setpoin, MFC-7, t step 23",
"Recipe.step 23 O2","V10320",Word,1,R/W,100,,,,,,,,,,"O2 flow setpoint, MFC-1  step 23",
"Recipe.step 23 Press","V10317",Word,1,R/W,100,,,,,,,,,,"Furnace pressure setpoint step 23",
"Recipe.step 23 Right","V11136",Word,1,R/W,100,,,,,,,,,,"Right heater temperature step 23",
"Recipe.step 23 Time","V10327",Word,1,R/W,100,,,,,,,,,,"Process time step 23",
"Recipe.step 23 Zn 0","V11137",Word,1,R/W,100,,,,,,,,,,"Zone 0 temperature step 23",
"Recipe.step 24 Ar","V10337",Word,1,R/W,100,,,,,,,,,,"Ar flow setpoint, MFC-9,  step 24",
"Recipe.step 24 CH4","V10333",Word,1,R/W,100,,,,,,,,,,"CH4 flow setpoint, MFC-4,   step 24",
"Recipe.step 24 H2","V10334",Word,1,R/W,100,,,,,,,,,,"H2 flow setpoint, MFC-5 & MFC-6,  step 24",
"Recipe.step 24 H2S","V10336",Word,1,R/W,100,,,,,,,,,,"H2S flow setpoint, MFC-8,  step 24",
"Recipe.step 24 Ht time","V11141",Word,1,R/W,100,,,,,,,,,,"Heater timer step 24",
"Recipe.step 24 Left","V11140",Word,1,R/W,100,,,,,,,,,,"Left heater temperature step 24",
"Recipe.step 24 N2","V10332",Word,1,R/W,100,,,,,,,,,,"N2 flow setpoint, MFC-2 step 24",
"Recipe.step 24 NH3","V10335",Word,1,R/W,100,,,,,,,,,,"NH3 flow setpoin, MFC-7, t step 24",
"Recipe.step 24 O2","V10331",Word,1,R/W,100,,,,,,,,,,"O2 flow setpoint, MFC-1  step 24",
"Recipe.step 24 Press","V10330",Word,1,R/W,100,,,,,,,,,,"Furnace pressure setpoint step 24",
"Recipe.step 24 Right","V11142",Word,1,R/W,100,,,,,,,,,,"Right heater temperature step 24",
"Recipe.step 24 Time","V10340",Word,1,R/W,100,,,,,,,,,,"Process time step 24",
"Recipe.step 24 Zn 0","V11143",Word,1,R/W,100,,,,,,,,,,"Zone 0 temperature step 24",
"Recipe.step 25 Ar","V10350",Word,1,R/W,100,,,,,,,,,,"Ar flow setpoint, MFC-9,  step 25",
"Recipe.step 25 CH4","V10344",Word,1,R/W,100,,,,,,,,,,"CH4 flow setpoint, MFC-4,   step 25",
"Recipe.step 25 H2","V10345",Word,1,R/W,100,,,,,,,,,,"H2 flow setpoint, MFC-5 & MFC-6,  step 25",
"Recipe.step 25 H2S","V10347",Word,1,R/W,100,,,,,,,,,,"H2S flow setpoint, MFC-8,  step 25",
"Recipe.step 25 Ht time","V11145",Word,1,R/W,100,,,,,,,,,,"Heater timer step 25",
"Recipe.step 25 Left","V11144",Word,1,R/W,100,,,,,,,,,,"Left heater temperature step 25",
"Recipe.step 25 N2","V10343",Word,1,R/W,100,,,,,,,,,,"N2 flow setpoint, MFC-2 step 25",
"Recipe.step 25 NH3","V10346",Word,1,R/W,100,,,,,,,,,,"NH3 flow setpoin, MFC-7, t step 25",
"Recipe.step 25 O2","V10342",Word,1,R/W,100,,,,,,,,,,"O2 flow setpoint, MFC-1  step 25",
"Recipe.step 25 Press","V10341",Word,1,R/W,100,,,,,,,,,,"Furnace pressure setpoint step 25",
"Recipe.step 25 Right","V11146",Word,1,R/W,100,,,,,,,,,,"Right heater temperature step 25",
"Recipe.step 25 Time","V10351",Word,1,R/W,100,,,,,,,,,,"Process time step 25",
"Recipe.step 25 Zn 0","V11147",Word,1,R/W,100,,,,,,,,,,"Zone 0 temperature step 25",
"Recipe.step 26 Ar","V10361",Word,1,R/W,100,,,,,,,,,,"Ar flow setpoint, MFC-9,  step 26",
"Recipe.step 26 CH4","V10355",Word,1,R/W,100,,,,,,,,,,"CH4 flow setpoint, MFC-4,   step 26",
"Recipe.step 26 H2","V10356",Word,1,R/W,100,,,,,,,,,,"H2 flow setpoint, MFC-5 & MFC-6,  step 26",
"Recipe.step 26 H2S","V10360",Word,1,R/W,100,,,,,,,,,,"H2S flow setpoint, MFC-8,  step 26",
"Recipe.step 26 Ht time","V11151",Word,1,R/W,100,,,,,,,,,,"Heater timer step 26",
"Recipe.step 26 Left","V11150",Word,1,R/W,100,,,,,,,,,,"Left heater temperature step 26",
"Recipe.step 26 N2","V10354",Word,1,R/W,100,,,,,,,,,,"N2 flow setpoint, MFC-2 step 26",
"Recipe.step 26 NH3","V10357",Word,1,R/W,100,,,,,,,,,,"NH3 flow setpoin, MFC-7, t step 26",
"Recipe.step 26 O2","V10353",Word,1,R/W,100,,,,,,,,,,"O2 flow setpoint, MFC-1  step 26",
"Recipe.step 26 Press","V10352",Word,1,R/W,100,,,,,,,,,,"Furnace pressure setpoint step 26",
"Recipe.step 26 Right","V11152",Word,1,R/W,100,,,,,,,,,,"Right heater temperature step 26",
"Recipe.step 26 Time","V10362",Word,1,R/W,100,,,,,,,,,,"Process time step 26",
"Recipe.step 26 Zn 0","V11153",Word,1,R/W,100,,,,,,,,,,"Zone 0 temperature step 26",
"Recipe.step 27 Ar","V10372",Word,1,R/W,100,,,,,,,,,,"Ar flow setpoint, MFC-9,  step 27",
"Recipe.step 27 CH4","V10366",Word,1,R/W,100,,,,,,,,,,"CH4 flow setpoint, MFC-4,   step 27",
"Recipe.step 27 H2","V10367",Word,1,R/W,100,,,,,,,,,,"H2 flow setpoint, MFC-5 & MFC-6,  step 27",
"Recipe.step 27 H2S","V10371",Word,1,R/W,100,,,,,,,,,,"H2S flow setpoint, MFC-8,  step 27",
"Recipe.step 27 Ht time","V11155",Word,1,R/W,100,,,,,,,,,,"Heater timer step 27",
"Recipe.step 27 Left","V11154",Word,1,R/W,100,,,,,,,,,,"Left heater temperature step 27",
"Recipe.step 27 N2","V10365",Word,1,R/W,100,,,,,,,,,,"N2 flow setpoint, MFC-2 step 27",
"Recipe.step 27 NH3","V10370",Word,1,R/W,100,,,,,,,,,,"NH3 flow setpoin, MFC-7, t step 27",
"Recipe.step 27 O2","V10364",Word,1,R/W,100,,,,,,,,,,"O2 flow setpoint, MFC-1  step 27",
"Recipe.step 27 Press","V10363",Word,1,R/W,100,,,,,,,,,,"Furnace pressure setpoint step 27",
"Recipe.step 27 Right","V11156",Word,1,R/W,100,,,,,,,,,,"Right heater temperature step 27",
"Recipe.step 27 Time","V10373",Word,1,R/W,100,,,,,,,,,,"Process time step 27",
"Recipe.step 27 Zn 0","V11157",Word,1,R/W,100,,,,,,,,,,"Zone 0 temperature step 27",
"Recipe.step 28 Ar","V10403",Word,1,R/W,100,,,,,,,,,,"Ar flow setpoint, MFC-9,  step 28",
"Recipe.step 28 CH4","V10377",Word,1,R/W,100,,,,,,,,,,"CH4 flow setpoint, MFC-4,   step 28",
"Recipe.step 28 H2","V10400",Word,1,R/W,100,,,,,,,,,,"H2 flow setpoint, MFC-5 & MFC-6,  step 28",
"Recipe.step 28 H2S","V10402",Word,1,R/W,100,,,,,,,,,,"H2S flow setpoint, MFC-8,  step 28",
"Recipe.step 28 Ht time","V11161",Word,1,R/W,100,,,,,,,,,,"Heater timer step 28",
"Recipe.step 28 Left","V11160",Word,1,R/W,100,,,,,,,,,,"Left heater temperature step 28",
"Recipe.step 28 N2","V10376",Word,1,R/W,100,,,,,,,,,,"N2 flow setpoint, MFC-2 step 28",
"Recipe.step 28 NH3","V10401",Word,1,R/W,100,,,,,,,,,,"NH3 flow setpoin, MFC-7, t step 28",
"Recipe.step 28 O2","V10375",Word,1,R/W,100,,,,,,,,,,"O2 flow setpoint, MFC-1  step 28",
"Recipe.step 28 Press","V10374",Word,1,R/W,100,,,,,,,,,,"Furnace pressure setpoint step 28",
"Recipe.step 28 Right","V11162",Word,1,R/W,100,,,,,,,,,,"Right heater temperature step 28",
"Recipe.step 28 Time","V10404",Word,1,R/W,100,,,,,,,,,,"Process time step 28",
"Recipe.step 28 Zn 0","V11163",Word,1,R/W,100,,,,,,,,,,"Zone 0 temperature step 28",
"Recipe.step 29 Ar","V10414",Word,1,R/W,100,,,,,,,,,,"Ar flow setpoint, MFC-9,  step 29",
"Recipe.step 29 Center","V11165",Word,1,R/W,100,,,,,,,,,,"Center heater temperature step 29",
"Recipe.step 29 CH4","V10410",Word,1,R/W,100,,,,,,,,,,"CH4 flow setpoint, MFC-4,   step 29",
"Recipe.step 29 H2","V10411",Word,1,R/W,100,,,,,,,,,,"H2 flow setpoint, MFC-5 & MFC-6,  step 29",
"Recipe.step 29 H2S","V10413",Word,1,R/W,100,,,,,,,,,,"H2S flow setpoint, MFC-8,  step 29",
"Recipe.step 29 Ht time","V11167",Word,1,R/W,100,,,,,,,,,,"Heater timer step 29",
"Recipe.step 29 Left","V11164",Word,1,R/W,100,,,,,,,,,,"Left heater temperature step 29",
"Recipe.step 29 N2","V10407",Word,1,R/W,100,,,,,,,,,,"N2 flow setpoint, MFC-2 step 29",
"Recipe.step 29 NH3","V10412",Word,1,R/W,100,,,,,,,,,,"NH3 flow setpoin, MFC-7, t step 29",
"Recipe.step 29 O2","V10406",Word,1,R/W,100,,,,,,,,,,"O2 flow setpoint, MFC-1  step 29",
"Recipe.step 29 Press","V10405",Word,1,R/W,100,,,,,,,,,,"Furnace pressure setpoint step 29",
"Recipe.step 29 Right","V11166",Word,1,R/W,100,,,,,,,,,,"Right heater temperature step 29",
"Recipe.step 29 Time","V10415",Word,1,R/W,100,,,,,,,,,,"Process time step 29",
"Recipe.step 3 Ar","V10042",Word,1,R/W,100,,,,,,,,,,"Ar flow setpoint, MFC-9,  step 3",
"Recipe.step 3 Center","V11015",Word,1,R/W,100,,,,,,,,,,"Center heater temperature step 3",
"Recipe.step 3 CH4","V10036",Word,1,R/W,100,,,,,,,,,,"CH4 flow setpoint, MFC-4,   step 3",
"Recipe.step 3 H2","V10037",Word,1,R/W,100,,,,,,,,,,"H2 flow setpoint, MFC-5 & MFC-6,  step 3",
"Recipe.step 3 H2S","V10041",Word,1,R/W,100,,,,,,,,,,"H2S flow setpoint, MFC-8,  step 3",
"Recipe.step 3 Ht time","V11017",Word,1,R/W,100,,,,,,,,,,"Heater timer step 3",
"Recipe.step 3 Left","V11014",Word,1,R/W,100,,,,,,,,,,"Left heater temperature step 3",
"Recipe.step 3 N2","V10035",Word,1,R/W,100,,,,,,,,,,"N2 flow setpoint, MFC-2 step 3",
"Recipe.step 3 NH3","V10040",Word,1,R/W,100,,,,,,,,,,"NH3 flow setpoin, MFC-7, t step 3",
"Recipe.step 3 O2","V10034",Word,1,R/W,100,,,,,,,,,,"O2 flow setpoint, MFC-1  step 3",
"Recipe.step 3 Press","V10033",Word,1,R/W,100,,,,,,,,,,"Furnace pressure setpoint step 3",
"Recipe.step 3 Right","V11016",Word,1,R/W,100,,,,,,,,,,"Right heater temperature step 3",
"Recipe.step 3 Time","V10043",Word,1,R/W,100,,,,,,,,,,"Process time step 3",
"Recipe.step 30 Ar","V10425",Word,1,R/W,100,,,,,,,,,,"Ar flow setpoint, MFC-9,  step 30",
"Recipe.step 30 Center","V11171",Word,1,R/W,100,,,,,,,,,,"Center heater temperature step 30",
"Recipe.step 30 CH4","V10421",Word,1,R/W,100,,,,,,,,,,"CH4 flow setpoint, MFC-4,   step 30",
"Recipe.step 30 H2","V10422",Word,1,R/W,100,,,,,,,,,,"H2 flow setpoint, MFC-5 & MFC-6,  step 30",
"Recipe.step 30 H2S","V10424",Word,1,R/W,100,,,,,,,,,,"H2S flow setpoint, MFC-8,  step 30",
"Recipe.step 30 Ht time","V11173",Word,1,R/W,100,,,,,,,,,,"Heater timer step 30",
"Recipe.step 30 Left","V11170",Word,1,R/W,100,,,,,,,,,,"Left heater temperature step 30",
"Recipe.step 30 N2","V10420",Word,1,R/W,100,,,,,,,,,,"N2 flow setpoint, MFC-2 step 30",
"Recipe.step 30 NH3","V10423",Word,1,R/W,100,,,,,,,,,,"NH3 flow setpoin, MFC-7, t step 30",
"Recipe.step 30 O2","V10417",Word,1,R/W,100,,,,,,,,,,"O2 flow setpoint, MFC-1  step 30",
"Recipe.step 30 Press","V10416",Word,1,R/W,100,,,,,,,,,,"Furnace pressure setpoint step 30",
"Recipe.step 30 Right","V11172",Word,1,R/W,100,,,,,,,,,,"Right heater temperature step 30",
"Recipe.step 30 Time","V10426",Word,1,R/W,100,,,,,,,,,,"Process time step 30",
"Recipe.step 31 Ar","V10436",Word,1,R/W,100,,,,,,,,,,"Ar flow setpoint, MFC-9,  step 31",
"Recipe.step 31 Center","V11175",Word,1,R/W,100,,,,,,,,,,"Center heater temperature step 31",
"Recipe.step 31 CH4","V10432",Word,1,R/W,100,,,,,,,,,,"CH4 flow setpoint, MFC-4,   step 31",
"Recipe.step 31 H2","V10433",Word,1,R/W,100,,,,,,,,,,"H2 flow setpoint, MFC-5 & MFC-6,  step 31",
"Recipe.step 31 H2S","V10435",Word,1,R/W,100,,,,,,,,,,"H2S flow setpoint, MFC-8,  step 31",
"Recipe.step 31 Ht time","V11177",Word,1,R/W,100,,,,,,,,,,"Heater timer step 31",
"Recipe.step 31 Left","V11174",Word,1,R/W,100,,,,,,,,,,"Left heater temperature step 31",
"Recipe.step 31 N2","V10431",Word,1,R/W,100,,,,,,,,,,"N2 flow setpoint, MFC-2 step 31",
"Recipe.step 31 NH3","V10434",Word,1,R/W,100,,,,,,,,,,"NH3 flow setpoin, MFC-7, t step 31",
"Recipe.step 31 O2","V10430",Word,1,R/W,100,,,,,,,,,,"O2 flow setpoint, MFC-1  step 31",
"Recipe.step 31 Press","V10427",Word,1,R/W,100,,,,,,,,,,"Furnace pressure setpoint step 31",
"Recipe.step 31 Right","V11176",Word,1,R/W,100,,,,,,,,,,"Right heater temperature step 31",
"Recipe.step 31 Time","V10437",Word,1,R/W,100,,,,,,,,,,"Process time step 31",
"Recipe.step 32 Ar","V10447",Word,1,R/W,100,,,,,,,,,,"Ar flow setpoint, MFC-9,  step 32",
"Recipe.step 32 Center","V11201",Word,1,R/W,100,,,,,,,,,,"Center heater temperature step 32",
"Recipe.step 32 CH4","V10443",Word,1,R/W,100,,,,,,,,,,"CH4 flow setpoint, MFC-4,   step 32",
"Recipe.step 32 H2","V10444",Word,1,R/W,100,,,,,,,,,,"H2 flow setpoint, MFC-5 & MFC-6,  step 32",
"Recipe.step 32 H2S","V10446",Word,1,R/W,100,,,,,,,,,,"H2S flow setpoint, MFC-8,  step 32",
"Recipe.step 32 Ht time","V11203",Word,1,R/W,100,,,,,,,,,,"Heater timer step 32",
"Recipe.step 32 Left","V11200",Word,1,R/W,100,,,,,,,,,,"Left heater temperature step 32",
"Recipe.step 32 N2","V10442",Word,1,R/W,100,,,,,,,,,,"N2 flow setpoint, MFC-2 step 32",
"Recipe.step 32 NH3","V10445",Word,1,R/W,100,,,,,,,,,,"NH3 flow setpoin, MFC-7, t step 32",
"Recipe.step 32 O2","V10441",Word,1,R/W,100,,,,,,,,,,"O2 flow setpoint, MFC-1  step 32",
"Recipe.step 32 Press","V10440",Word,1,R/W,100,,,,,,,,,,"Furnace pressure setpoint step 32",
"Recipe.step 32 Right","V11202",Word,1,R/W,100,,,,,,,,,,"Right heater temperature step 32",
"Recipe.step 32 Time","V10450",Word,1,R/W,100,,,,,,,,,,"Process time step 32",
"Recipe.step 33 Ar","V10460",Word,1,R/W,100,,,,,,,,,,"Ar flow setpoint, MFC-9,  step 33",
"Recipe.step 33 Center","V11205",Word,1,R/W,100,,,,,,,,,,"Center heater temperature step 33",
"Recipe.step 33 CH4","V10454",Word,1,R/W,100,,,,,,,,,,"CH4 flow setpoint, MFC-4,   step 33",
"Recipe.step 33 H2","V10455",Word,1,R/W,100,,,,,,,,,,"H2 flow setpoint, MFC-5 & MFC-6,  step 33",
"Recipe.step 33 H2S","V10457",Word,1,R/W,100,,,,,,,,,,"H2S flow setpoint, MFC-8,  step 33",
"Recipe.step 33 Ht time","V11207",Word,1,R/W,100,,,,,,,,,,"Heater timer step 33",
"Recipe.step 33 Left","V11204",Word,1,R/W,100,,,,,,,,,,"Left heater temperature step 33",
"Recipe.step 33 N2","V10453",Word,1,R/W,100,,,,,,,,,,"N2 flow setpoint, MFC-2 step 33",
"Recipe.step 33 NH3","V10456",Word,1,R/W,100,,,,,,,,,,"NH3 flow setpoin, MFC-7, t step 33",
"Recipe.step 33 O2","V10452",Word,1,R/W,100,,,,,,,,,,"O2 flow setpoint, MFC-1  step 33",
"Recipe.step 33 Press","V10451",Word,1,R/W,100,,,,,,,,,,"Furnace pressure setpoint step 33",
"Recipe.step 33 Right","V11206",Word,1,R/W,100,,,,,,,,,,"Right heater temperature step 33",
"Recipe.step 33 Time","V10461",Word,1,R/W,100,,,,,,,,,,"Process time step 33",
"Recipe.step 34 Ar","V10471",Word,1,R/W,100,,,,,,,,,,"Ar flow setpoint, MFC-9,  step 34",
"Recipe.step 34 Center","V11211",Word,1,R/W,100,,,,,,,,,,"Center heater temperature step 34",
"Recipe.step 34 CH4","V10465",Word,1,R/W,100,,,,,,,,,,"CH4 flow setpoint, MFC-4,   step 34",
"Recipe.step 34 H2","V10466",Word,1,R/W,100,,,,,,,,,,"H2 flow setpoint, MFC-5 & MFC-6,  step 34",
"Recipe.step 34 H2S","V10470",Word,1,R/W,100,,,,,,,,,,"H2S flow setpoint, MFC-8,  step 34",
"Recipe.step 34 Ht time","V11213",Word,1,R/W,100,,,,,,,,,,"Heater timer step 34",
"Recipe.step 34 Left","V11210",Word,1,R/W,100,,,,,,,,,,"Left heater temperature step 34",
"Recipe.step 34 N2","V10464",Word,1,R/W,100,,,,,,,,,,"N2 flow setpoint, MFC-2 step 34",
"Recipe.step 34 NH3","V10467",Word,1,R/W,100,,,,,,,,,,"NH3 flow setpoin, MFC-7, t step 34",
"Recipe.step 34 O2","V10463",Word,1,R/W,100,,,,,,,,,,"O2 flow setpoint, MFC-1  step 34",
"Recipe.step 34 Press","V10462",Word,1,R/W,100,,,,,,,,,,"Furnace pressure setpoint step 34",
"Recipe.step 34 Right","V11212",Word,1,R/W,100,,,,,,,,,,"Right heater temperature step 34",
"Recipe.step 34 Time","V10472",Word,1,R/W,100,,,,,,,,,,"Process time step 34",
"Recipe.step 35 Ar","V10502",Word,1,R/W,100,,,,,,,,,,"Ar flow setpoint, MFC-9,  step 35",
"Recipe.step 35 Center","V11215",Word,1,R/W,100,,,,,,,,,,"Center heater temperature step 35",
"Recipe.step 35 CH4","V10476",Word,1,R/W,100,,,,,,,,,,"CH4 flow setpoint, MFC-4,   step 35",
"Recipe.step 35 H2","V10477",Word,1,R/W,100,,,,,,,,,,"H2 flow setpoint, MFC-5 & MFC-6,  step 35",
"Recipe.step 35 H2S","V10501",Word,1,R/W,100,,,,,,,,,,"H2S flow setpoint, MFC-8,  step 35",
"Recipe.step 35 Ht time","V11217",Word,1,R/W,100,,,,,,,,,,"Heater timer step 35",
"Recipe.step 35 Left","V11214",Word,1,R/W,100,,,,,,,,,,"Left heater temperature step 35",
"Recipe.step 35 N2","V10475",Word,1,R/W,100,,,,,,,,,,"N2 flow setpoint, MFC-2 step 35",
"Recipe.step 35 NH3","V10500",Word,1,R/W,100,,,,,,,,,,"NH3 flow setpoin, MFC-7, t step 35",
"Recipe.step 35 O2","V10474",Word,1,R/W,100,,,,,,,,,,"O2 flow setpoint, MFC-1  step 35",
"Recipe.step 35 Press","V10473",Word,1,R/W,100,,,,,,,,,,"Furnace pressure setpoint step 35",
"Recipe.step 35 Right","V11216",Word,1,R/W,100,,,,,,,,,,"Right heater temperature step 35",
"Recipe.step 35 Time","V10503",Word,1,R/W,100,,,,,,,,,,"Process time step 35",
"Recipe.step 36 Ar","V10513",Word,1,R/W,100,,,,,,,,,,"Ar flow setpoint, MFC-9,  step 36",
"Recipe.step 36 Center","V11221",Word,1,R/W,100,,,,,,,,,,"Center heater temperature step 36",
"Recipe.step 36 CH4","V10507",Word,1,R/W,100,,,,,,,,,,"CH4 flow setpoint, MFC-4,   step 36",
"Recipe.step 36 H2","V10510",Word,1,R/W,100,,,,,,,,,,"H2 flow setpoint, MFC-5 & MFC-6,  step 36",
"Recipe.step 36 H2S","V10512",Word,1,R/W,100,,,,,,,,,,"H2S flow setpoint, MFC-8,  step 36",
"Recipe.step 36 Ht time","V11223",Word,1,R/W,100,,,,,,,,,,"Heater timer step 36",
"Recipe.step 36 Left","V11220",Word,1,R/W,100,,,,,,,,,,"Left heater temperature step 36",
"Recipe.step 36 N2","V10506",Word,1,R/W,100,,,,,,,,,,"N2 flow setpoint, MFC-2 step 36",
"Recipe.step 36 NH3","V10511",Word,1,R/W,100,,,,,,,,,,"NH3 flow setpoin, MFC-7, t step 36",
"Recipe.step 36 O2","V10505",Word,1,R/W,100,,,,,,,,,,"O2 flow setpoint, MFC-1  step 36",
"Recipe.step 36 Press","V10504",Word,1,R/W,100,,,,,,,,,,"Furnace pressure setpoint step 36",
"Recipe.step 36 Right","V11222",Word,1,R/W,100,,,,,,,,,,"Right heater temperature step 36",
"Recipe.step 36 Time","V10514",Word,1,R/W,100,,,,,,,,,,"Process time step 36",
"Recipe.step 37 Ar","V10524",Word,1,R/W,100,,,,,,,,,,"Ar flow setpoint, MFC-9,  step 37",
"Recipe.step 37 Center","V11225",Word,1,R/W,100,,,,,,,,,,"Center heater temperature step 37",
"Recipe.step 37 CH4","V10520",Word,1,R/W,100,,,,,,,,,,"CH4 flow setpoint, MFC-4,   step 37",
"Recipe.step 37 H2","V10521",Word,1,R/W,100,,,,,,,,,,"H2 flow setpoint, MFC-5 & MFC-6,  step 37",
"Recipe.step 37 H2S","V10523",Word,1,R/W,100,,,,,,,,,,"H2S flow setpoint, MFC-8,  step 37",
"Recipe.step 37 Ht time","V11227",Word,1,R/W,100,,,,,,,,,,"Heater timer step 37",
"Recipe.step 37 Left","V11224",Word,1,R/W,100,,,,,,,,,,"Left heater temperature step 37",
"Recipe.step 37 N2","V10517",Word,1,R/W,100,,,,,,,,,,"N2 flow setpoint, MFC-2 step 37",
"Recipe.step 37 NH3","V10522",Word,1,R/W,100,,,,,,,,,,"NH3 flow setpoin, MFC-7, t step 37",
"Recipe.step 37 O2","V10516",Word,1,R/W,100,,,,,,,,,,"O2 flow setpoint, MFC-1  step 37",
"Recipe.step 37 Press","V10515",Word,1,R/W,100,,,,,,,,,,"Furnace pressure setpoint step 37",
"Recipe.step 37 Right","V11226",Word,1,R/W,100,,,,,,,,,,"Right heater temperature step 37",
"Recipe.step 37 Time","V10525",Word,1,R/W,100,,,,,,,,,,"Process time step 37",
"Recipe.step 38 Ar","V10535",Word,1,R/W,100,,,,,,,,,,"Ar flow setpoint, MFC-9,  step 38",
"Recipe.step 38 Center","V11231",Word,1,R/W,100,,,,,,,,,,"Center heater temperature step 38",
"Recipe.step 38 CH4","V10531",Word,1,R/W,100,,,,,,,,,,"CH4 flow setpoint, MFC-4,   step 38",
